% Measurement file generated: 30-Jul-2007

[Name]
HynneGlycolysisModel_Reference experiment

[Notes]
Insilico experiment measurements
================================
Model notes:
------------
Full-scale model of glycolysis in Saccharomyces cerevisiae                                                                             
F. Hynne, S. Dano, and PG, Sorensen                                                                                                    
Biophysical Chemistry 94 (2001) 121-163                                                                                                
                                                                                                                                       
Time units: minutes                                                                                                                    
Species units: mM                                                                                                                      
                                                                                                                                       
Initialconditions do not give a steady-state, but a state-that allows                                                                  
to see the oscillations when simulating.

Experiment notes:
-----------------
Reference experiment for Hynne model that is used to generate in-silico 
measurement data that the reduced model should be able to reproduce.

Pretty complicated experiment definition ... :)

[Components]
time,Glcx,Glc,ATP,G6P,ADP,F6P,FBP,GAP,DHAP,NADplus,BPG,NADH,PEP,Pyr,ACA,EtOH,EtOHx,Glyc,Glycx,ACAx,CNxminus,AMP
51.400000,8.157559,3.119815,2.260288,4.572348,1.402128,0.540810,4.763357,0.116068,3.006821,0.661495,0.000309,0.318505,0.040684,23.432388,1.566134,19.582085,16.760712,4.403684,1.764126,1.349743,5.186007,0.267583
51.500000,8.157763,3.095489,2.097740,4.539518,1.501961,0.527430,4.662718,0.114921,2.961558,0.655770,0.000274,0.324230,0.040678,23.371498,1.566039,19.578987,16.760122,4.375615,1.764112,1.350385,5.186007,0.330299
51.600000,8.157085,3.144563,1.939538,4.310282,1.589684,0.494472,4.916250,0.118335,3.031231,0.640450,0.000247,0.339550,0.040980,23.366775,1.552884,19.595356,16.759772,4.364864,1.764030,1.350676,5.186006,0.400778
51.700000,8.156302,3.211462,1.922340,4.121379,1.598150,0.472892,5.242453,0.122429,3.130977,0.630495,0.000246,0.349505,0.041270,23.411593,1.541744,19.611997,16.759935,4.378245,1.763955,1.350417,5.186005,0.409509
51.800000,8.156006,3.242989,2.024022,4.085932,1.542978,0.473291,5.414962,0.124457,3.189220,0.630854,0.000264,0.349146,0.041373,23.469989,1.539015,19.617923,16.760419,4.403268,1.763947,1.349880,5.186005,0.363000
51.900000,8.156346,3.220083,2.178694,4.232809,1.452453,0.497608,5.304389,0.122972,3.167077,0.641851,0.000294,0.338149,0.041208,23.499130,1.545937,19.610157,16.760863,4.421081,1.764012,1.349454,5.186006,0.298853
52.000000,8.157163,3.153850,2.276372,4.482480,1.391551,0.531669,4.943243,0.118365,3.064568,0.657224,0.000314,0.322776,0.040841,23.467053,1.560066,19.591185,16.760901,4.415607,1.764100,1.349502,5.186006,0.262077
52.100000,8.157788,3.097873,2.193998,4.593978,1.443982,0.539072,4.659340,0.114779,2.968127,0.660931,0.000293,0.319069,0.040623,23.397101,1.568461,19.577405,16.760426,4.388990,1.764131,1.350069,5.186007,0.292020
52.200000,8.157495,3.113267,2.004263,4.432625,1.555005,0.510853,4.761482,0.116295,2.986439,0.648121,0.000257,0.331879,0.040814,23.361302,1.560055,19.585910,16.759886,4.367007,1.764075,1.350603,5.186006,0.370732
52.300000,8.156655,3.180032,1.912829,4.200837,1.603340,0.481303,5.087253,0.120511,3.082883,0.634320,0.000243,0.345680,0.041141,23.385009,1.546437,19.604635,16.759795,4.369065,1.763987,1.350603,5.186006,0.413831
52.400000,8.156077,3.233503,1.961942,4.081201,1.577050,0.470049,5.358125,0.123816,3.168285,0.629293,0.000253,0.350707,0.041351,23.441732,1.539210,19.616576,16.760158,4.390439,1.763941,1.350159,5.186005,0.391007
52.500000,8.156098,3.238462,2.100154,4.137820,1.499405,0.482755,5.398833,0.124196,3.189591,0.635169,0.000279,0.344831,0.041325,23.490895,1.541268,19.615793,16.760671,4.414288,1.763972,1.349628,5.186005,0.330440
52.600000,8.156724,3.190076,2.243919,4.357004,1.412016,0.515432,5.141436,0.120895,3.122872,0.649863,0.000308,0.330137,0.041034,23.491136,1.552615,19.601455,16.760950,4.421765,1.764058,1.349403,5.186006,0.274064
52.700000,8.157559,3.119783,2.260206,4.572387,1.402181,0.540809,4.763206,0.116066,3.006767,0.661495,0.000309,0.318505,0.040684,23.432359,1.566137,19.582079,16.760711,4.403667,1.764126,1.349743,5.186007,0.267613
52.800000,8.157763,3.095508,2.097618,4.539383,1.502032,0.527408,4.662840,0.114923,2.961587,0.655760,0.000274,0.324240,0.040678,23.371504,1.566031,19.578995,16.760122,4.375605,1.764112,1.350385,5.186007,0.330351
52.900000,8.157084,3.144609,1.939514,4.310149,1.589692,0.494457,4.916463,0.118337,3.031299,0.640440,0.000247,0.339560,0.040982,23.366819,1.552876,19.595368,16.759773,4.364871,1.764030,1.350676,5.186006,0.400794
53.000000,8.156302,3.211489,1.922384,4.121321,1.598127,0.472888,5.242603,0.122431,3.131023,0.630494,0.000246,0.349506,0.041269,23.411652,1.541741,19.612003,16.759936,4.378262,1.763955,1.350416,5.186005,0.409489
53.100000,8.156006,3.242979,2.024137,4.086013,1.542914,0.473306,5.414912,0.124457,3.189210,0.630861,0.000264,0.349139,0.041371,23.470046,1.539015,19.617923,16.760420,4.403285,1.763947,1.349879,5.186005,0.362948
53.200000,8.156347,3.220037,2.178782,4.232987,1.452399,0.497633,5.304131,0.122969,3.167007,0.641862,0.000294,0.338138,0.041208,23.499141,1.545946,19.610145,16.760863,4.421082,1.764012,1.349454,5.186006,0.298819
53.300000,8.157163,3.153807,2.276378,4.482604,1.391545,0.531684,4.943007,0.118362,3.064496,0.657230,0.000314,0.322770,0.040840,23.467045,1.560073,19.591175,16.760901,4.415596,1.764100,1.349502,5.186007,0.262077
53.400000,8.157787,3.097856,2.193905,4.593968,1.444041,0.539065,4.659261,0.114778,2.968094,0.660928,0.000293,0.319072,0.040623,23.397093,1.568462,19.577402,16.760425,4.388974,1.764131,1.350069,5.186007,0.292053
53.500000,8.157495,3.113299,2.004133,4.432451,1.555075,0.510827,4.761653,0.116297,2.986484,0.648110,0.000257,0.331890,0.040814,23.361323,1.560045,19.585921,16.759886,4.366998,1.764076,1.350603,5.186006,0.370792
53.600000,8.156654,3.180092,1.912813,4.200674,1.603347,0.481285,5.087530,0.120515,3.082967,0.634312,0.000243,0.345688,0.041141,23.385076,1.546427,19.604650,16.759795,4.369077,1.763987,1.350603,5.186006,0.413840
53.700000,8.156077,3.233528,1.962035,4.081181,1.577000,0.470051,5.358259,0.123817,3.168330,0.629294,0.000253,0.350706,0.041352,23.441809,1.539208,19.616580,16.760159,4.390461,1.763941,1.350158,5.186005,0.390965
53.800000,8.156098,3.238441,2.100281,4.137935,1.499332,0.482774,5.398746,0.124195,3.189573,0.635178,0.000279,0.344822,0.041325,23.490950,1.541274,19.615786,16.760671,4.414305,1.763973,1.349627,5.186005,0.330387
53.900000,8.156724,3.190034,2.244002,4.357165,1.411966,0.515455,5.141222,0.120892,3.122813,0.649874,0.000308,0.330126,0.041034,23.491159,1.552625,19.601443,16.760951,4.421770,1.764059,1.349403,5.186006,0.274032
54.000000,8.157559,3.119727,2.260224,4.572569,1.402170,0.540830,4.762894,0.116062,3.006671,0.661505,0.000309,0.318495,0.040684,23.432344,1.566148,19.582064,16.760712,4.403655,1.764127,1.349744,5.186007,0.267605
54.100000,8.157763,3.095479,2.097477,4.539381,1.502112,0.527400,4.662702,0.114921,2.961532,0.655757,0.000274,0.324243,0.040678,23.371470,1.566033,19.578990,16.760122,4.375579,1.764112,1.350386,5.186007,0.330411
54.200000,8.157083,3.144657,1.939347,4.309930,1.589784,0.494425,4.916694,0.118340,3.031359,0.640428,0.000247,0.339572,0.040981,23.366833,1.552864,19.595384,16.759772,4.364859,1.764031,1.350676,5.186006,0.400869
54.300000,8.156301,3.211552,1.922375,4.121163,1.598131,0.472869,5.242890,0.122435,3.131112,0.630485,0.000246,0.349515,0.041270,23.411712,1.541731,19.612017,16.759936,4.378273,1.763955,1.350416,5.186005,0.409494
54.400000,8.156006,3.243007,2.024215,4.085978,1.542870,0.473305,5.415085,0.124458,3.189268,0.630860,0.000264,0.349140,0.041373,23.470107,1.539016,19.617924,16.760420,4.403305,1.763947,1.349879,5.186005,0.362914
54.500000,8.156347,3.220028,2.178917,4.233082,1.452315,0.497651,5.304114,0.122969,3.167011,0.641870,0.000294,0.338130,0.041208,23.499193,1.545950,19.610140,16.760864,4.421101,1.764013,1.349453,5.186006,0.298767
54.600000,8.157164,3.153749,2.276507,4.482856,1.391462,0.531721,4.942688,0.118358,3.064408,0.657247,0.000314,0.322753,0.040840,23.467041,1.560087,19.591157,16.760901,4.415597,1.764100,1.349502,5.186007,0.262031
54.700000,8.157788,3.097787,2.193868,4.594155,1.444065,0.539084,4.658903,0.114773,2.967976,0.660937,0.000293,0.319063,0.040623,23.397032,1.568475,19.577383,16.760425,4.388950,1.764131,1.350070,5.186007,0.292067
54.800000,8.157495,3.113287,2.003958,4.432384,1.555174,0.510811,4.761616,0.116297,2.986460,0.648102,0.000257,0.331898,0.040814,23.361274,1.560042,19.585922,16.759885,4.366969,1.764076,1.350604,5.186006,0.370868
54.900000,8.156654,3.180139,1.912687,4.200494,1.603411,0.481261,5.087742,0.120518,3.083026,0.634300,0.000243,0.345700,0.041141,23.385070,1.546418,19.604663,16.759795,4.369065,1.763987,1.350603,5.186006,0.413902
55.000000,8.156076,3.233583,1.962028,4.081033,1.576996,0.470033,5.358523,0.123820,3.168412,0.629281,0.000253,0.350719,0.041353,23.441846,1.539199,19.616593,16.760159,4.390469,1.763941,1.350158,5.186005,0.390975
55.100000,8.156098,3.238458,2.100382,4.137965,1.499274,0.482783,5.398816,0.124196,3.189599,0.635185,0.000279,0.344815,0.041324,23.490983,1.541273,19.615790,16.760671,4.414319,1.763973,1.349627,5.186005,0.330343
55.200000,8.156725,3.189985,2.244118,4.357388,1.411890,0.515488,5.140933,0.120888,3.122734,0.649888,0.000308,0.330112,0.041034,23.491128,1.552637,19.601427,16.760951,4.421764,1.764059,1.349403,5.186006,0.273991
55.300000,8.157560,3.119682,2.260150,4.572652,1.402218,0.540836,4.762671,0.116059,3.006593,0.661507,0.000309,0.318493,0.040684,23.432270,1.566156,19.582051,16.760711,4.403628,1.764127,1.349744,5.186007,0.267632
55.400000,8.157763,3.095502,2.097338,4.539233,1.502194,0.527376,4.662838,0.114923,2.961565,0.655746,0.000274,0.324254,0.040678,23.371440,1.566025,19.578999,16.760121,4.375563,1.764112,1.350386,5.186007,0.330467
55.500000,8.157083,3.144695,1.939315,4.309812,1.589801,0.494411,4.916879,0.118343,3.031414,0.640422,0.000247,0.339578,0.040981,23.366837,1.552857,19.595394,16.759772,4.364859,1.764031,1.350676,5.186006,0.400883
55.600000,8.156301,3.211578,1.922399,4.121103,1.598119,0.472864,5.243036,0.122436,3.131159,0.630482,0.000246,0.349518,0.041270,23.411725,1.541728,19.612023,16.759936,4.378281,1.763955,1.350416,5.186005,0.409482
55.700000,8.156006,3.243008,2.024283,4.086022,1.542831,0.473313,5.415094,0.124459,3.189274,0.630871,0.000264,0.349129,0.041374,23.470109,1.539018,19.617924,16.760420,4.403315,1.763947,1.349879,5.186005,0.362885
55.800000,8.156347,3.219990,2.178993,4.233245,1.452270,0.497674,5.303898,0.122966,3.166952,0.641880,0.000294,0.338120,0.041207,23.499161,1.545959,19.610129,16.760864,4.421097,1.764013,1.349454,5.186006,0.298737
55.900000,8.157165,3.153708,2.276443,4.482939,1.391504,0.531726,4.942475,0.118355,3.064336,0.657250,0.000314,0.322750,0.040840,23.466967,1.560094,19.591146,16.760900,4.415574,1.764100,1.349503,5.186007,0.262053
56.000000,8.157788,3.097791,2.193715,4.594039,1.444159,0.539062,4.658959,0.114774,2.967982,0.660927,0.000293,0.319073,0.040623,23.396983,1.568469,19.577389,16.760424,4.388928,1.764131,1.350070,5.186007,0.292126
56.100000,8.157494,3.113344,2.003870,4.432178,1.555220,0.510785,4.761889,0.116300,2.986542,0.648090,0.000257,0.331910,0.040814,23.361275,1.560030,19.585939,16.759885,4.366967,1.764076,1.350604,5.186006,0.370910
56.200000,8.156653,3.180184,1.912717,4.200383,1.603397,0.481249,5.087968,0.120520,3.083097,0.634295,0.000243,0.345705,0.041141,23.385099,1.546411,19.604673,16.759795,4.369080,1.763987,1.350603,5.186006,0.413887
56.300000,8.156076,3.233594,1.962110,4.081042,1.576959,0.470039,5.358602,0.123821,3.168438,0.629288,0.000253,0.350712,0.041352,23.441870,1.539200,19.616594,16.760159,4.390487,1.763941,1.350158,5.186005,0.390930
56.400000,8.156098,3.238436,2.100487,4.138075,1.499210,0.482801,5.398714,0.124194,3.189579,0.635189,0.000279,0.344811,0.041325,23.490987,1.541280,19.615782,16.760672,4.414330,1.763973,1.349627,5.186005,0.330302
56.500000,8.156725,3.189939,2.244172,4.357554,1.411857,0.515510,5.140683,0.120885,3.122662,0.649898,0.000308,0.330102,0.041033,23.491090,1.552647,19.601414,16.760951,4.421758,1.764059,1.349403,5.186006,0.273970
56.600000,8.157561,3.119647,2.260073,4.572702,1.402266,0.540836,4.762505,0.116057,3.006533,0.661508,0.000309,0.318492,0.040683,23.432210,1.566160,19.582043,16.760710,4.403609,1.764127,1.349745,5.186007,0.267661
56.700000,8.157762,3.095528,2.097197,4.539069,1.502277,0.527351,4.662989,0.114925,2.961604,0.655734,0.000274,0.324266,0.040679,23.371416,1.566016,19.579010,16.760121,4.375551,1.764112,1.350387,5.186007,0.330526
56.800000,8.157082,3.144751,1.939270,4.309628,1.589824,0.494389,4.917158,0.118346,3.031499,0.640411,0.000247,0.339589,0.040981,23.366860,1.552846,19.595409,16.759772,4.364867,1.764030,1.350676,5.186006,0.400906
56.900000,8.156300,3.211613,1.922480,4.121047,1.598076,0.472861,5.243209,0.122438,3.131215,0.630481,0.000246,0.349519,0.041270,23.411773,1.541725,19.612030,16.759936,4.378305,1.763955,1.350416,5.186005,0.409443
57.000000,8.156006,3.242999,2.024415,4.086101,1.542758,0.473328,5.415064,0.124458,3.189276,0.630871,0.000264,0.349129,0.041373,23.470147,1.539022,19.617920,16.760420,4.403334,1.763947,1.349878,5.186005,0.362826
57.100000,8.156348,3.219948,2.179098,4.233417,1.452205,0.497699,5.303678,0.122963,3.166894,0.641891,0.000294,0.338109,0.041207,23.499155,1.545968,19.610118,16.760864,4.421103,1.764013,1.349454,5.186006,0.298696
57.200000,8.157165,3.153649,2.276437,4.483110,1.391510,0.531745,4.942148,0.118351,3.064235,0.657258,0.000314,0.322742,0.040840,23.466908,1.560105,19.591129,16.760900,4.415556,1.764100,1.349503,5.186007,0.262053
57.300000,8.157788,3.097792,2.193516,4.593896,1.444281,0.539035,4.659010,0.114775,2.967980,0.660915,0.000293,0.319085,0.040623,23.396936,1.568462,19.577393,16.760424,4.388906,1.764131,1.350071,5.186007,0.292203
57.400000,8.157493,3.113412,2.003791,4.431943,1.555262,0.510756,4.762227,0.116305,2.986645,0.648076,0.000257,0.331924,0.040815,23.361306,1.560016,19.585959,16.759885,4.366974,1.764076,1.350604,5.186007,0.370947
57.500000,8.156653,3.180227,1.912780,4.200295,1.603363,0.481242,5.088187,0.120523,3.083169,0.634292,0.000243,0.345708,0.041141,23.385155,1.546405,19.604683,16.759796,4.369102,1.763987,1.350603,5.186006,0.413856
57.600000,8.156076,3.233595,1.962229,4.081091,1.576896,0.470049,5.358630,0.123822,3.168454,0.629293,0.000253,0.350707,0.041352,23.441917,1.539202,19.616593,16.760160,4.390510,1.763941,1.350158,5.186005,0.390875
57.700000,8.156099,3.238398,2.100599,4.138237,1.499145,0.482824,5.398525,0.124192,3.189530,0.635200,0.000279,0.344800,0.041325,23.490998,1.541288,19.615771,16.760672,4.414339,1.763973,1.349627,5.186005,0.330256
57.800000,8.156726,3.189885,2.244194,4.357718,1.411843,0.515530,5.140394,0.120881,3.122576,0.649907,0.000308,0.330093,0.041033,23.491057,1.552657,19.601400,16.760950,4.421748,1.764059,1.349403,5.186006,0.273962
57.900000,8.157561,3.119627,2.259953,4.572680,1.402344,0.540826,4.762420,0.116056,3.006497,0.661503,0.000309,0.318497,0.040683,23.432175,1.566161,19.582041,16.760710,4.403590,1.764127,1.349745,5.186007,0.267703
58.000000,8.157762,3.095566,2.097063,4.538866,1.502355,0.527320,4.663214,0.114928,2.961666,0.655720,0.000274,0.324280,0.040679,23.371431,1.566004,19.579025,16.760120,4.375546,1.764112,1.350387,5.186007,0.330582
58.100000,8.157082,3.144808,1.939289,4.309483,1.589811,0.494373,4.917424,0.118350,3.031587,0.640399,0.000247,0.339601,0.040981,23.366925,1.552836,19.595424,16.759772,4.364884,1.764030,1.350676,5.186006,0.400900
58.200000,8.156300,3.211635,1.922562,4.121026,1.598039,0.472861,5.243332,0.122441,3.131255,0.630487,0.000246,0.349513,0.041268,23.411840,1.541723,19.612035,16.759937,4.378329,1.763955,1.350415,5.186005,0.409399
58.300000,8.156006,3.242985,2.024534,4.086194,1.542692,0.473344,5.414995,0.124457,3.189266,0.630874,0.000264,0.349126,0.041374,23.470201,1.539025,19.617916,16.760421,4.403352,1.763947,1.349878,5.186005,0.362774
58.400000,8.156348,3.219896,2.179183,4.233616,1.452154,0.497726,5.303380,0.122959,3.166811,0.641904,0.000294,0.338096,0.041207,23.499157,1.545979,19.610104,16.760864,4.421102,1.764013,1.349453,5.186006,0.298663
58.500000,8.157166,3.153609,2.276377,4.483185,1.391548,0.531749,4.941939,0.118348,3.064164,0.657261,0.000314,0.322739,0.040840,23.466884,1.560111,19.591120,16.760900,4.415540,1.764100,1.349504,5.186007,0.262075
58.600000,8.157788,3.097803,2.193401,4.593794,1.444353,0.539015,4.659076,0.114776,2.967994,0.660906,0.000293,0.319094,0.040624,23.396947,1.568457,19.577400,16.760424,4.388895,1.764131,1.350071,5.186007,0.292246
58.700000,8.157492,3.113461,2.003694,4.431737,1.555316,0.510728,4.762488,0.116308,2.986722,0.648063,0.000257,0.331937,0.040815,23.361354,1.560003,19.585975,16.759885,4.366976,1.764076,1.350604,5.186007,0.370990
58.800000,8.156652,3.180288,1.912815,4.200148,1.603344,0.481227,5.088484,0.120527,3.083262,0.634285,0.000243,0.345715,0.041142,23.385247,1.546397,19.604698,16.759796,4.369126,1.763987,1.350602,5.186006,0.413840
58.900000,8.156076,3.233605,1.962367,4.081127,1.576822,0.470059,5.358701,0.123822,3.168483,0.629298,0.000253,0.350702,0.041352,23.442007,1.539203,19.616594,16.760161,4.390538,1.763941,1.350157,5.186005,0.390811
59.000000,8.156099,3.238356,2.100746,4.138426,1.499059,0.482853,5.398319,0.124189,3.189479,0.635213,0.000279,0.344787,0.041325,23.491048,1.541297,19.615760,16.760673,4.414354,1.763973,1.349626,5.186005,0.330195
59.100000,8.156726,3.189820,2.244247,4.357934,1.411810,0.515558,5.140041,0.120877,3.122473,0.649920,0.000308,0.330080,0.041033,23.491055,1.552669,19.601383,16.760951,4.421740,1.764059,1.349403,5.186006,0.273942
59.200000,8.157561,3.119584,2.259850,4.572744,1.402411,0.540826,4.762199,0.116053,3.006418,0.661504,0.000309,0.318496,0.040683,23.432151,1.566166,19.582031,16.760710,4.403567,1.764127,1.349746,5.186007,0.267738
59.300000,8.157761,3.095581,2.096867,4.538697,1.502469,0.527291,4.663316,0.114930,2.961683,0.655707,0.000274,0.324293,0.040679,23.371432,1.565995,19.579033,16.760120,4.375525,1.764112,1.350387,5.186007,0.330664
59.400000,8.157080,3.144894,1.939165,4.309180,1.589877,0.494335,4.917850,0.118355,3.031711,0.640386,0.000247,0.339614,0.040982,23.366994,1.552819,19.595448,16.759773,4.364890,1.764031,1.350675,5.186006,0.400958
59.500000,8.156299,3.211702,1.922644,4.120884,1.597990,0.472849,5.243671,0.122444,3.131365,0.630476,0.000246,0.349524,0.041271,23.411954,1.541714,19.612049,16.759938,4.378358,1.763956,1.350414,5.186005,0.409366
59.600000,8.156006,3.242983,2.024709,4.086282,1.542594,0.473362,5.415029,0.124457,3.189284,0.630887,0.000264,0.349113,0.041373,23.470296,1.539030,19.617912,16.760422,4.403384,1.763948,1.349877,5.186005,0.362696
59.700000,8.156348,3.219847,2.179349,4.233831,1.452051,0.497760,5.303156,0.122956,3.166756,0.641919,0.000294,0.338081,0.041207,23.499212,1.545990,19.610089,16.760865,4.421119,1.764013,1.349453,5.186006,0.298600
59.800000,8.157166,3.153532,2.276465,4.483460,1.391492,0.531786,4.941530,0.118343,3.064044,0.657278,0.000314,0.322722,0.040839,23.466887,1.560127,19.591098,16.760900,4.415535,1.764101,1.349503,5.186007,0.262042
59.900000,8.157788,3.097758,2.193283,4.593852,1.444426,0.539015,4.658865,0.114773,2.967916,0.660907,0.000293,0.319093,0.040623,23.396925,1.568462,19.577390,16.760424,4.388872,1.764132,1.350071,5.186007,0.292291
60.000000,9.645909,3.645198,2.085866,4.126192,1.507726,0.480728,5.422917,0.124491,3.195887,0.633963,0.000276,0.346037,0.041369,24.513290,1.542389,19.625710,16.768410,4.417965,1.766012,1.351254,5.185553,0.336408
60.100000,9.646508,3.599885,2.235589,4.336896,1.417238,0.512646,5.187136,0.121462,3.136225,0.648317,0.000306,0.331683,0.041095,24.519229,1.553128,19.612318,16.768729,4.427639,1.766097,1.350984,5.185554,0.277172
60.200000,9.647466,3.522460,2.269193,4.566618,1.396386,0.540730,4.798837,0.116509,3.018910,0.661126,0.000311,0.318874,0.040729,24.463675,1.567257,19.592360,16.768536,4.411409,1.766171,1.351278,5.185555,0.264421
60.300000,9.647873,3.484478,2.115960,4.560392,1.491249,0.530748,4.659248,0.114848,2.961960,0.656974,0.000277,0.323026,0.040682,24.398878,1.568823,19.587053,16.767948,4.382639,1.766165,1.351929,5.185555,0.322791
60.400000,9.647251,3.528228,1.946355,4.335562,1.586137,0.497544,4.894047,0.118037,3.024784,0.641581,0.000248,0.338419,0.040974,24.388366,1.556023,19.602618,16.767551,4.369456,1.766085,1.352274,5.185554,0.397508
60.500000,9.646338,3.602623,1.915615,4.134400,1.601683,0.474062,5.228713,0.122255,3.126524,0.630714,0.000245,0.349286,0.041277,24.430411,1.544167,19.620070,16.767672,4.381107,1.766005,1.352055,5.185553,0.412703
60.600000,9.645876,3.645375,2.009551,4.081741,1.551031,0.472162,5.425001,0.124580,3.191395,0.630036,0.000262,0.349964,0.041404,24.489995,1.540537,19.627243,16.768146,4.406101,1.765989,1.351522,5.185553,0.369418
60.700000,9.646121,3.629867,2.164547,4.213163,1.461050,0.494604,5.343527,0.123455,3.177873,0.640212,0.000292,0.339788,0.041265,24.524239,1.546585,19.620752,16.768616,4.425676,1.766050,1.351063,5.185553,0.304404
60.800000,9.646981,3.562095,2.275685,4.464321,1.391939,0.529555,4.992577,0.118982,3.079916,0.655961,0.000314,0.324039,0.040902,24.498042,1.560545,19.602212,16.768706,4.422771,1.766140,1.351054,5.185554,0.262376
60.900000,9.647795,3.494006,2.211812,4.602813,1.432905,0.541158,4.676924,0.114981,2.975360,0.661534,0.000297,0.318466,0.040647,24.427751,1.570434,19.586638,16.768264,4.396983,1.766180,1.351593,5.185555,0.285282
61.000000,9.647668,3.497329,2.019786,4.461030,1.546437,0.514727,4.742240,0.116022,2.981478,0.649620,0.000260,0.330380,0.040806,24.385628,1.563355,19.593139,16.767694,4.372960,1.766131,1.352170,5.185554,0.363777
61.100000,9.646779,3.565674,1.912536,4.222820,1.603549,0.483715,5.063818,0.120209,3.075736,0.635127,0.000243,0.344873,0.041137,24.404362,1.549375,19.612041,16.767548,4.372502,1.766041,1.352228,5.185553,0.413914
61.200000,9.646030,3.629998,1.949696,4.086372,1.583609,0.470108,5.353111,0.123754,3.166155,0.628999,0.000251,0.351001,0.041369,24.460087,1.541220,19.625187,16.767881,4.392828,1.765987,1.351809,5.185553,0.396695
61.300000,9.645904,3.645503,2.083145,4.123828,1.509304,0.480329,5.424500,0.124513,3.196169,0.633781,0.000276,0.346219,0.041371,24.512722,1.542279,19.625829,16.768402,4.417625,1.766011,1.351262,5.185553,0.337551
61.400000,9.646492,3.601086,2.233693,4.332499,1.418427,0.512035,5.193385,0.121541,3.137971,0.648041,0.000306,0.331959,0.041102,24.519736,1.552883,19.612645,16.768727,4.427702,1.766096,1.350984,5.185554,0.277880
61.500000,9.647452,3.523627,2.270383,4.564311,1.395617,0.540543,4.804256,0.116578,3.020718,0.661036,0.000312,0.318964,0.040733,24.464920,1.567088,19.592627,16.768544,4.411863,1.766170,1.351269,5.185555,0.264000
61.600000,9.647875,3.484394,2.119322,4.562978,1.489255,0.531223,4.657952,0.114826,2.961803,0.657190,0.000278,0.322810,0.040683,24.399589,1.568955,19.586928,16.767957,4.383048,1.766166,1.351919,5.185555,0.321423
61.700000,9.647267,3.527034,1.948159,4.339668,1.585189,0.498074,4.888495,0.117965,3.023148,0.641829,0.000248,0.338171,0.040969,24.388045,1.556265,19.602290,16.767553,4.369459,1.766087,1.352274,5.185554,0.396652
61.800000,9.646351,3.601516,1.914967,4.136735,1.602026,0.474295,5.223766,0.122195,3.124980,0.630818,0.000245,0.349182,0.041273,24.429469,1.544305,19.619846,16.767666,4.380758,1.766006,1.352063,5.185553,0.413007
61.900000,9.645878,3.645099,2.007281,4.081142,1.552289,0.471994,5.423723,0.124567,3.190868,0.629956,0.000261,0.350044,0.041404,24.489099,1.540521,19.627229,16.768137,4.405675,1.765989,1.351532,5.185553,0.370430
62.000000,9.646111,3.630620,2.161932,4.209588,1.462632,0.494058,5.347465,0.123505,3.178857,0.639967,0.000291,0.340033,0.041269,24.524120,1.546405,19.620975,16.768610,4.425499,1.766049,1.351068,5.185553,0.305436
62.100000,9.646964,3.563449,2.275011,4.460223,1.392365,0.529049,4.999442,0.119070,3.081984,0.655729,0.000314,0.324271,0.040909,24.499029,1.560293,19.602566,16.768709,4.423050,1.766139,1.351049,5.185554,0.262625
62.200000,9.647788,3.494689,2.214528,4.602913,1.431204,0.541338,4.679401,0.115011,2.976379,0.661607,0.000298,0.318393,0.040648,24.428914,1.570404,19.586736,16.768274,4.397491,1.766180,1.351582,5.185555,0.284268
62.300000,9.647679,3.496551,2.022733,4.464990,1.544801,0.515307,4.738079,0.115965,2.980353,0.649891,0.000260,0.330109,0.040801,24.385815,1.563583,19.592862,16.767701,4.373187,1.766133,1.352164,5.185554,0.362466
62.400000,9.646795,3.564393,1.913033,4.226249,1.603301,0.484113,5.058092,0.120137,3.073993,0.635311,0.000243,0.344689,0.041132,24.403657,1.549577,19.611743,16.767546,4.372301,1.766043,1.352232,5.185554,0.413666
62.500000,9.646038,3.629263,1.948110,4.087305,1.584455,0.470147,5.349712,0.123714,3.165038,0.629013,0.000251,0.350987,0.041367,24.459082,1.541283,19.625064,16.767873,4.392400,1.765988,1.351819,5.185553,0.397435
62.600000,9.645900,3.645751,2.080513,4.121648,1.510829,0.479954,5.425773,0.124530,3.196367,0.633607,0.000275,0.346393,0.041374,24.512136,1.542179,19.625935,16.768393,4.417284,1.766010,1.351270,5.185553,0.338659
62.700000,9.646477,3.602239,2.231702,4.328153,1.419673,0.511424,5.199394,0.121617,3.139634,0.647766,0.000305,0.332234,0.041108,24.520177,1.552644,19.612960,16.768725,4.427741,1.766094,1.350985,5.185554,0.278625
62.800000,9.647437,3.524831,2.271417,4.561775,1.394941,0.540326,4.809886,0.116649,3.022580,0.660931,0.000312,0.319069,0.040738,24.466163,1.566908,19.592907,16.768551,4.412308,1.766170,1.351260,5.185555,0.263642
62.900000,9.647877,3.484347,2.122702,4.565475,1.487252,0.531691,4.656781,0.114809,2.961690,0.657399,0.000279,0.322601,0.040676,24.400336,1.569079,19.586815,16.767967,4.383466,1.766167,1.351909,5.185555,0.320046
63.000000,9.647282,3.525860,1.949984,4.343736,1.584228,0.498600,4.883008,0.117893,3.021533,0.642076,0.000249,0.337924,0.040963,24.387742,1.556505,19.601965,16.767556,4.369469,1.766089,1.352273,5.185554,0.395788
